Date,Total_Return
2015-02-27,7916.682157424155
2015-03-02,7965.618865556188
2015-03-03,7929.561317221016
2015-03-04,7896.391132144137
2015-03-05,7906.178473770544
2015-03-06,7795.098969806063
2015-03-09,7826.590025176466
2015-03-10,7694.339190063225
2015-03-11,7680.763683829591
2015-03-12,7779.516906072638
2015-03-13,7732.443786968811
2015-03-16,7837.237677081183
2015-03-17,7811.212916244963
2015-03-18,7906.382928682705
2015-03-19,7867.950903983804
2015-03-20,7938.877762692763
2015-03-23,7925.015819626199
2015-03-24,7877.021403693246
2015-03-25,7762.522153875236
2015-03-26,7744.2581815752
2015-03-27,7764.098806180751
2015-03-30,7859.821696693921
2015-03-31,7791.474769040373
2015-04-01,7761.559866085725
2015-04-02,7789.1607793377
2015-04-06,7840.697914005335
2015-04-07,7824.6859450776365
2015-04-08,7848.662657563921
2015-04-09,7883.655440708621
2015-04-10,7924.647400872501
2015-04-13,7889.060748691988
2015-04-14,7901.939908488849
2015-04-15,7942.645431819798
2015-04-16,7936.645754910859
2015-04-17,7846.881550346245
2015-04-20,7919.549025202256
2015-04-21,7907.939085508028
2015-04-22,7948.439654037056
2015-04-23,7967.952850849292
2015-04-24,7985.930386316398
2015-04-27,7952.883174120672
2015-04-28,7975.631157574948
2015-04-29,7946.330619136304
2015-04-30,7866.230783316943
2015-05-01,7952.166332203707
2015-05-04,7975.528680173987
2015-05-05,7881.853338120992
2015-05-06,7849.686431794008
2015-05-07,7881.279964565371
2015-05-08,7987.507038621914
2015-05-11,7948.439654037056
2015-05-12,7925.425229340282
2015-05-13,7924.749878273462
2015-05-14,8011.074341394115
2015-05-15,8018.179274564151
2015-05-18,8043.077283879562
2015-05-19,8039.514569554448
2015-05-20,8032.901028019264
2015-05-21,8052.803139065391
2015-05-22,8034.907585519055
2015-05-26,7952.432273556445
2015-05-27,8026.615414167156
2015-05-28,8017.831351290644
2015-05-29,7967.379477293673
2015-06-01,7984.599679773189
2015-06-02,7976.941868527726
2015-06-03,7995.328813708914
2015-06-04,7926.530985491138
2015-06-05,7915.474423762099
2015-06-08,7865.554932360363
2015-06-09,7869.0561602449
2015-06-10,7964.349145563795
2015-06-11,7980.504582852839
2015-06-12,7925.159287987544
2015-06-15,7888.69232993829
2015-06-16,7933.69740510175
2015-06-17,7949.586401148296
2015-06-18,8029.317818213959
2015-06-19,7986.749205744563
2015-06-22,8035.419472634098
2015-06-23,8041.193699260924
2015-06-24,7982.306185550708
2015-06-25,7958.902846620043
2015-06-26,7957.203221433375
2015-06-29,7791.945665195032
2015-06-30,7813.137991713746
2015-07-01,7869.261115046821
2015-07-02,7866.804156872564
2015-07-06,7836.684799005755
2015-07-07,7884.41277369621
2015-07-08,7755.437716185393
2015-07-09,7773.026337418608
2015-07-10,7868.933687253508
2015-07-13,7956.7118297985235
2015-07-14,7992.216500058268
2015-07-15,7986.462768911634
2015-07-16,8050.653613094017
2015-07-17,8059.601139922305
2015-07-20,8066.010226545328
2015-07-21,8031.918244749561
2015-07-22,8013.59278600895
2015-07-23,7968.628701805874
2015-07-24,7883.368503985931
2015-07-27,7837.872037187619
2015-07-28,7935.008116054528
2015-07-29,7994.059093716521
2015-07-30,7994.939399585262
2015-07-31,7976.839391126765
2015-08-03,7954.869236140271
2015-08-04,7937.198632986287
2015-08-05,7964.943014599607
2015-08-06,7905.420640893194
2015-08-07,7882.97958975204
2015-08-10,7984.128783618529
2015-08-11,7909.2907874211905
2015-08-12,7918.62772837313
2015-08-13,7909.741188095657
2015-08-14,7940.720356351017
2015-08-17,7983.596401023294
2015-08-18,7964.144690651634
2015-08-19,7898.9095767589715
2015-08-20,7732.280323017035
2015-08-21,7487.2088679025
2015-08-24,7192.3208986769505
2015-08-25,7095.144328739419
2015-08-26,7372.669127013866
2015-08-27,7552.587450156508
2015-08-28,7558.115731021027
2015-08-31,7495.563025584736
2015-09-01,7274.222837083941
2015-09-02,7408.542216027309
2015-09-03,7417.571724776366
2015-09-04,7304.444672351711
2015-09-08,7488.54007433547
2015-09-09,7385.09788613626
2015-09-10,7424.697153426593
2015-09-11,7460.324796567491
2015-09-14,7430.28742062145
2015-09-15,7525.723374411929
2015-09-16,7591.531861860212
2015-09-17,7573.3493715911845
2015-09-18,7451.008351095743
2015-09-21,7485.099833001748
2015-09-22,7393.083125175038
2015-09-23,7378.320380759539
2015-09-24,7353.504353364897
2015-09-25,7350.10510299156
2015-09-28,7163.573738203496
2015-09-29,7172.828197344907
2015-09-30,7310.095926097383
2015-10-01,7325.043129834611
2015-10-02,7430.635343894956
2015-10-05,7566.940784857923
2015-10-06,7539.7492813200315
2015-10-07,7603.284770026025
2015-10-08,7670.36247757694
2015-10-09,7676.17719527439
2015-10-12,7685.944041420605
2015-10-13,7634.243442801192
2015-10-14,7598.6777859906315
2015-10-15,7711.947806886871
2015-10-16,7747.1860359041175
2015-10-19,7749.3975482058295
2015-10-20,7738.586432349335
2015-10-21,7694.502654015002
2015-10-22,7822.638396617462
2015-10-23,7908.962859738115
2015-10-26,7893.893183009495
2015-10-27,7873.745126201062
2015-10-28,7967.707404976747
2015-10-29,7965.045492000568
2015-10-30,7926.73594029306
2015-11-02,8020.861683020522
